Title,Incident_Count
VWITS-Unable to share calendar with my onshore counterparts.,1
VWITS-Unable to share my calendar.,1
"VWITS-Unable to sign a document, popup of Card is blocked",1
VWITS-Unable to sign digitally in one of my PDF file.,1
VWITS-Unable to sign digitally pdf documents.,1
VWITS-Unable to sign document,1
VWITS-Unable to sign in into teams.,1
VWITS-Unable to sign in the requestor column in IMAC form,1
VWITS-Unable to sign pdf document digitally,1
VWITS-Unable to sign the document using digital signature,1
VWITS-Unable to sign-in into my micro-soft authenticator app,1
VWITS-Unable to start laptop,1
VWITS-Unable to start laptop.,1
"VWITS-Unable to start, open any application from Citrix workspace.",1
VWITS-Unable to submit as Sick Leave on SF,1
VWITS-Unable to trigger password reset,1
VWITS-Unable to unblock PKI PIN tried to unblock in nexus.,1
VWITS-Unable to unmute in any call without headsets plugged in,1
VWITS-Unable to update Teams on Megha Pisharody (Extern) laptop,1
VWITS-Unable to update Trelllix Agent,1
VWITS-Unable to update compensatory off against working on Rest Day 26/05/2024 # Query ID - 6749,1
VWITS-Unable to update information in success factor portal regarding Attendance regularization.,1
VWITS-Unable to update leave,1
VWITS-Unable to use SF,1
VWITS-Unable to use Teams and Outlook,1
VWITS-Unable to use Teams and Outlook without vpn.,1
VWITS-Unable to use VMware even after getting added to required groups.,1
VWITS-Unable to use self service portal,1
VWITS-Unable to use teams in any network.,1
VWITS-Unble to login my citrix,1
VWITS-Uninstall Snagit application from system.,1
VWITS-Uninstall different version docker.,1
VWITS-Uninstall of citrix is in hang state,1
VWITS-Uninstallation of docker desktop application,1
VWITS-Uninstalling and reinstalling Burp suite professional latest version for troubleshooting,1
VWITS-Unlock - Gen AI Security Awareness Assessment - 69018,1
VWITS-Unlock Gen AI Security Awareness Assessment Test,1
VWITS-Unlock Success Factor,1
VWITS-Unlock attempt for Gen AI Security Awareness Assessment course,1
VWITS-Unlock course assessment for GEN AI,1
VWITS-Unlock my success factor account,1
VWITS-Unlocking SuccessFactor Account,1
VWITS-Unstable Wi-Fi connection.,1
VWITS-Untag or de-allocate the hostname [vwvithlpub5474] from my user ID,1
VWITS-Update April 7th as Earned Leave,1
VWITS-Update Casual Leave on from 21st July to 23rd July 2025,1
VWITS-Update Citrix,1
VWITS-Update Host file,1
VWITS-Update LOP to Work from home/Paternity leave for 105110,1
VWITS-Update OUT time in SF,1
VWITS-Update Outdoor duty for onsite business travel,1
VWITS-Update Shift in Success factor,1
VWITS-Update Success Factors WFH as afternoon shift,1
VWITS-Update WFH,1
VWITS-Update WFH status,1
VWITS-Update Zscaler Policy to Prod-ZPA-T2-alsoOnPrem,1
VWITS-Update hybrid Model for new colleagues in Scania,1
VWITS-Update hybrid model in successfactor,1
VWITS-Update my SF leave,1
VWITS-Update of business travel dates,1
VWITS-Update of time Rec Id and Legic Id,1
VWITS-Update password of group mailbox.,1
VWITS-Update python 3.12,1
VWITS-Update regarding outlook and teams application,1
VWITS-Update shift in Successfactor,1
VWITS-Update shift in successfactor,1
VWITS-Update skill Matrix,1
VWITS-Update successfactor for past dates,1
VWITS-Update swipe out time,1
"VWITS-Update the IntelliJ Idea, but it requires admin userid and password for updation.",1
VWITS-Update the teams to 1.6.0.18681 or later version,1
VWITS-Updated patch has been rolled back.,1
VWITS-Updates or patches regarding the AppVDllSurrogate.exe,1
VWITS-Updation of WFH Days,1
VWITS-Upgrade to Mozilla Firefox ESR version 115.11 or later,1
VWITS-Urgent : Unlock Account,1
VWITS-Urgent Laptop Replacement Required,1
VWITS-Urgent update on VWITS Website: New Code of Conduct,1
VWITS-Urgent: Issue for Accessing Separation Request Workflow,1
VWITS-Urgent: Persistent Citrix Slowness Impacting Work Post Network Maintenance,1
VWITS-Urgent: Update on Hybrid and WFH,1
VWITS-Used ID assignment issue in Success Factor,1
VWITS-User Bit Locker asking for recovery key,1
VWITS-User Id is Locked,1
VWITS-User Migration,1
VWITS-User account locked,1
VWITS-User contact information is not present in SC3,1
"VWITS-User facing issue to virtual Smart card link, showing error: Hermod Server",1
VWITS-User facing issue with external emails.,1
VWITS-User has forgotten their password for Concur,1
VWITS-User id frequently getting lock.,1
VWITS-User is displaying as userId,1
VWITS-User is facing difficulty selecting the correct audio output device.,1
VWITS-User is getting too slow speed while coping file from share path.,1
VWITS-User is not able login in SAP GUI Q app via citrix.,1
VWITS-User is not able to access jFrog.devstack.vwgroup.com.,1
VWITS-User is not able to connect to VPN,1
VWITS-User is not able to login on MacBook,1
VWITS-User is not able to login using windows password.,1
VWITS-User is not able to use SMOS application in office network (VW group),1
"VWITS-User is not having admin rights, need to perform remote test",1
VWITS-User is not having admin rights.,1
VWITS-User is requesting assistance with virtual setup of PKI card.,1
VWITS-User is requesting their user ID and password for SuccessFactor login.,1
VWITS-User is unable to access the new emails,1
VWITS-User is unable to connect to the Wi-Fi.,1
VWITS-User is unable to connect to the vpn,1
VWITS-User is unable to logon to Concur.,1
VWITS-User is unable to open any application in Citrix,1
VWITS-User name : SuccessFactors got Locked,1
VWITS-User not able to pull or push code in git repository in Vw-Network /Zscaler VPN network,1
VWITS-User not able to receive and send mail through created mailbox,1
VWITS-User removed from KIRA resource IFA.,1
VWITS-User requested to download Aisha app.,1
VWITS-User trying to access below URL from office (VW Network) the URL is not accessible,1
VWITS-User want to change my laptop password but system is not allowing me to change password,1
VWITS-User was previously added in all group but unfortunately internet access got removed,1
VWITS-User's PKI card reader is damaged.,1
VWITS-User's SAP Successfactor account is locked.,1
VWITS-User's profile issue from registry.,1
VWITS-Useraname and passowrd issue,1
VWITS-Users are experiencing network lag and frequent disconnections on 6th floor,1
VWITS-Users are experiencing network lag and frequent disconnections on 7th floor,1
VWITS-Users are not reflected in myserve,1
VWITS-Users facing trust relationship login error issue,1
VWITS-VDI gets disconnected due to wifi getting disconnected.,1
VWITS-VDI is disconnecting very frequently and sometime it is taking two attempt to log into VDI.,1
VWITS-VDI machine is disconnecting frequently.,1
VWITS-VM machine(GOC client) getting failed on local client system.,1
VWITS-VPN Access denied issue,1
VWITS-VPN Airtel router seed not working fast due to VPN issue with remote access,1
VWITS-VPN Check point configuration _Ganges,1
VWITS-VPN Check point mobile issue,1
VWITS-VPN Checkpoint not working,1
VWITS-VPN Not Working,1
VWITS-VPN Proxy issue,1
VWITS-VPN Slot gets damaged.,1
VWITS-VPN Wi-Fi issue,1
VWITS-VPN after update not visible icon,1
VWITS-VPN and Check Point Mobile disconnect automatically.,1
VWITS-VPN and Zscaler is not working in SAVWICKLPB194,1
VWITS-VPN certificate got expired,1
VWITS-VPN certificate is about to expire in 6 days,1
VWITS-VPN certificate not shown,1
VWITS-VPN connecting error,1
"VWITS-VPN connection automatically removed, and VPN service is down of User- DTZCC57",1
VWITS-VPN connection drops out issue.,1
VWITS-VPN connection error,1
"VWITS-VPN connection is not getting connected via WI-FI , but it is connecting via LAN cable.",1
VWITS-VPN connection is not getting established via WI-FI,1
VWITS-VPN connection issue-Congo,1
VWITS-VPN connection was not working in personal WIFI connection.,1
VWITS-VPN connectivity issue.,1
VWITS-VPN disconnect while on sleep mode or login.,1
VWITS-VPN disconnection causing test automation failure,1
VWITS-VPN disconnection.,1
VWITS-VPN disconnects when laptop is locked for a short break.,1
VWITS-VPN disconnects when the system,1
VWITS-VPN error connection,1
VWITS-VPN is connected but computer is non-compliant,1
"VWITS-VPN is connected but, client is not complaint is still showing",1
VWITS-VPN is getting disconnected,1
VWITS-VPN is making my Internet speed very very slow,1
VWITS-VPN is not connect,1
VWITS-VPN is not connecting for me since last 1 week,1
"VWITS-VPN is not connecting on MAN laptop, pls check urgently",1
"VWITS-VPN is not connecting, showing connection failed.",1
VWITS-VPN is not connecting.,1
VWITS-VPN is not getting connected from home,1
VWITS-VPN is not getting connected.,1
VWITS-VPN is not working for Macbook,1
VWITS-VPN is not working on macbook,1
VWITS-VPN issue not connect-Congo,1
VWITS-VPN not able to connect-Congo,1
VWITS-VPN not connected,1
VWITS-VPN not connected with personal hotspot,1
"VWITS-VPN not connecting, for my colleague Kumar, Saurav",1
VWITS-VPN not connecting.,1
VWITS-VPN not working.,1
VWITS-VPN on connecting showing card blocked,1
VWITS-VPN related issue,1
VWITS-VPN service down issue,1
VWITS-VPN updated,1
VWITS-VS Code is having trouble connecting to Azure.,1
VWITS-VS code and while trying to commit the code.,1
VWITS-VS studio issue,1
VWITS-VSC Block,1
VWITS-VSC Certificate about to expire,1
VWITS-VSC creation,1
VWITS-VSC creation failed,1
VWITS-VSC creation issue,1
VWITS-VSC issue-congo,1
VWITS-VW Group network down for all locations,1
VWITS-VW Microsoft Teams calendar is not getting updated,1
VWITS-VW Network Wifi is not getting connected.,1
VWITS-VW group not working properly,1
VWITS-VW laptop's Wi-Fi disconnects,1
VWITS-VW network connectivity issue in Ganges and Hudson location,1
VWITS-VW network issue  at the Ganges location,1
VWITS-VW-group WI-FI not connecting to laptop,1
VWITS-VW-group WIFI Network on 6th Floor Hudson,1
VWITS-VW-group connection issue GGN.,1
VWITS-VW-group network not working in hudson,1
VWITS-VWAG_COCOA_RDR (for LSO) resource access V:VWAG_COCOADEVSTACK_RDR,1
VWITS-VWITS – Internet slowness issue on intranet sites,1
VWITS-VWITS-Regarding hybrid model not reflected in SF,1
"VWITS-VWITS_I have connected VW-Group wifi, and inserted PKI card. But not able to connect Check-point.",1
VWITS-Verify the VW account,1
VWITS-Video icon is disabled automatically from few days back.,1
"VWITS-Videowall at 10th Floor, WebURL: https://service.dcso.de/tdh/cases/ is not working.",1
VWITS-Virtual Desktop not Opening,1
VWITS-Virtual PKI not working,1
VWITS-Virtual Smart Card installation,1
VWITS-Virtual Smart card is not working for me,1
VWITS-Virtual box setup is installed but facing issue of Windows machine creation in VM .,1
VWITS-Virtual card is not able to install,1
VWITS-Virtual certificate is not working since last two days,1
VWITS-Virtual keyboard needs to disable in system-A7VDZ9T,1
VWITS-Virtual smart card is not working and blocked,1
VWITS-Virtual smart card is not working for VPN,1
VWITS-Vmware Horizon application is not working,1
VWITS-Vodafone AP install for open internet at Hudson 5th floor,1
VWITS-Vodafone LAN port testing at Hudson,1
VWITS-Vodafone SIM card (official use) which is not having a network signal.,1
VWITS-Volkswagen Open Wi-Fi speed is coming extremely slow,1
VWITS-Vulnerability in current current version of ASP.NET Core SEoL,1
VWITS-Vw group wifi was not connecting to my mac machine,1
VWITS-Vw-group wifi disconnecting continuously at Ganges.,1
VWITS-WFH needs to updated for the month of June,1
VWITS-WFH not auto approved in Successfactor application,1
VWITS-WFH-WFO days correction,1
VWITS-WFO Work Model,1
VWITS-WIFI CONNECTION  NOT AVAILABLE in hudson building floor 7,1
VWITS-WIFI Is getting disconnected upon inserting PKI Card,1
VWITS-WIFI disconnecting frequently only on Office laptop,1
VWITS-WIFI is getting disconnected upon inserting PKI Card,1
VWITS-WSL update issue,1
VWITS-Want to clean unwanted and temporary files from my system,1
VWITS-Want to edit the Environment Variable,1
VWITS-Want to make change in one of the environment variable,1
VWITS-Want to manage the users who have FullAccess and SendOnBehalf permissions,1
VWITS-We are again facing the same administrative access issue,1
VWITS-We are at SAP Office Bangalore and not able to connect to Internet and need temporary  Admin access for the same,1
VWITS-We are currently experiencing issues with one of our Virtual Machines,1
VWITS-We are currently facing an issue while invoking the Jira APIs from the Hudson building,1
VWITS-We are experiencing slowness when accessing VMs from the VW network,1
VWITS-We are facing GOC error   Error - Failed to run task sequence,1
VWITS-We are facing GOC error   Error - Failed to run task sequence This error occurs (0x800703ED),1
VWITS-We are facing Network issue Ganges location,1
VWITS-We are facing WIFI connection issues,1
VWITS-We are facing an issue with the LDAP links configured in the A360 RPA Application used to connect to the VW Domain.,1
VWITS-We are facing internet issue here.,1
VWITS-We are facing issue while opening the Citrix Man and getting error that saying (privacy error)),1
VWITS-We are facing server connectivity issues while connecting our server from office network (Pune Building Ganges),1
VWITS-We are not able to connect confluence and Jira page,1
VWITS-We are not able to connect the below servers from New Bengaluru office.,1
VWITS-We are not able to connect vw-group wifi from our macbook systems,1
VWITS-We are not able to download SL-202 Rate of Proportional Solutions in Time Report,1
VWITS-We are not able to login system.,1
VWITS-We are not able to open JIRA application.,1
VWITS-We are requesting a replacement of Z Book laptop.,1
"VWITS-We are unable to configure iPhone because of login page not getting, receiving following error  “The configuration for your iPhone could not be downloaded from Volkswagen AG”.",1
VWITS-We are unable to configure user profile in company iphone.,1
VWITS-We are unable to connect to this ProxyHost=194.114.63.23 from office network,1
"VWITS-We are using this portal ""https://fw-request.wob.vw.vwg/"" to raise Firewall requests.",1
VWITS-We had a new KIRA-QS (VWAG_EMIDB_QA_USER),1
"VWITS-We had one planner board ""Neon"" which not visible now",1
VWITS-We have an issue with the incoming emails from mail address.,1
VWITS-We have checked that the D-379 network port is working on the laptop.,1
VWITS-We have encountered an issue where AISHA backend Openshift.,1
VWITS-We have received an alert from CERT-VW.,1
VWITS-We have received vulnerability,1
VWITS-We have received vulnerability (KB5058392: Windows 10 version 1809 / Windows Server 2019 Security,1
VWITS-We need Static IPs for our laptops,1
VWITS-We need help in mitigating vulnerabilities,1
VWITS-We need help mitigating vulnerabilities,1
VWITS-We need help to troubleshoot on our Edge device(On-Prem) which establishes connectivity to AWS Direct,1
VWITS-We need help with fixing vulnerabilities,1
VWITS-We need license for using the shared mailbox service of Microsoft O365,1
VWITS-We need some help in mitigating vulnerabilities,1
VWITS-We need to open port for GOC in new gravity office,1
VWITS-We needs SSL certificate for securely access web application,1
VWITS-We observed few users are able to access Gmail from the office network.,1
VWITS-We observed frequent drops in the network.,1
VWITS-We require help with the mitigation of all the reported vulnerabilities for our server,1
VWITS-We required Citrix Workspace for VDI,1
VWITS-We want to give access to client in TRATON,1
VWITS-We wanted to receive mails from our users who are in China,1
VWITS-Web Camera setup Dicota,1
VWITS-Webcam not working in Teams,1
VWITS-Weekly Attendance Report,1
VWITS-When I Search E-mail Outlook stuck directly,1
"VWITS-When I try to log into the VFS 520 system in Eclipse, I get a timeout failed error.",1
"VWITS-When I'm login into Citrix, File is getting downloaded. I'm not able to login virtual desktop",1
VWITS-When login getting error,1
"VWITS-When opening MS teams app, its showing the message as: You don't have the required permissions to access this org.",1
VWITS-When opening citrix getting error message,1
VWITS-When trying to open any application on my laptop it is giving me error.,1
"VWITS-When user is away, laptop is going to hibernate mode rather than sleep.",1
VWITS-While accessing the .ica file for launching.,1
"VWITS-While connecting VW-Group network, it's  raising an error with 'No such host'.",1
VWITS-While connection to VM's through VW group network the host is not reachable,1
VWITS-While digital signature showing smart card is blocked,1
"VWITS-While login showing attached jpg error and then request time out, also if login done having taking too much time(slowness issue).",1
VWITS-While login to Outlook it is showing your account has been locked,1
VWITS-While raising the ticket the ticket is getting generated and canceled.,1
"VWITS-While starting MS teams it gives error \""you have outdated version of Edge webview2\""",1
VWITS-Wi-Fi Issue,1
VWITS-Wi-Fi connected but no Internet connection issue outlook disconnected also,1
VWITS-Wi-Fi dongle isn't working.,1
VWITS-Wi-Fi is getting Disconnected when Laptop is Locked,1
VWITS-Wi-Fi is getting frequently disconnected,1
VWITS-Wi-Fi is not getting connected on Zebra mobile device,1
VWITS-Wi-Fi is not working,1
VWITS-Wi-Fi issue in ganges,1
VWITS-Wi-Fi not able to connect,1
VWITS-Wi-Fi not connect,1
VWITS-Wi-Fi not connecting on the system.,1
VWITS-Wi-Fi not working,1
VWITS-Wi-Fi option is not visible,1
VWITS-Wi-fi disabled,1
VWITS-WiFi VW-Group is not working properly and if connected frequently disconnected,1
VWITS-WiFi is not working for Hudson Area,1
VWITS-WiFi speed gets down when connected to VPN,1
VWITS-Wifi (Network) connection is fluctuating since morning in Hudson 6th floor.,1
VWITS-Wifi Disconnecting after windows update,1
VWITS-Wifi connectivity is fluctuating frequently in Ganges 9th floor.,1
VWITS-Wifi gets disconnected automatically frequently,1
VWITS-Wifi is disconnecting frequently in Hudson 7th floor,1
VWITS-Wifi is getting disconnected and INTRA sites are not working,1
VWITS-Wifi is not getting connected in Hudson,1
VWITS-Wifi is not showing in the taskbar,1
VWITS-Wifi network does not allowing me to download node js modules,1
VWITS-Wifi not Working.,1
VWITS-Wifi not able to connect after update,1
VWITS-Wifi option not visible.,1
VWITS-Wifi setting is disconnected.,1
VWITS-Window 11 OS installation| Congo Location,1
VWITS-Window account issue,1
VWITS-Window account locked out.,1
VWITS-Window account locked..,1
VWITS-Window issue. Not able to start laptop.,1
VWITS-Windows 11 sign in account error User_WX3G6JO,1
"VWITS-Windows 11, version 23H2 failed to install.",1
VWITS-Windows OS failed during the migration,1
VWITS-Windows audio not working,1
VWITS-Windows got locked and asking for recovery key,1
VWITS-Windows laptop automatically shutdown during a teams meeting,1
VWITS-Windows login issue.,1
VWITS-Windows password expired,1
VWITS-Windows password reset issue,1
VWITS-Windows update failed need to format the system.,1
VWITS-Word document no option shown to save as PDF,1
VWITS-Work From Home Regularisation for Reportee,1
VWITS-Work from Home changed and correction required,1
VWITS-Work from home is not configured in success factor,1
VWITS-Working from home. NOt able to login to Concur using PKI.,1
VWITS-Workstep status not updating after Fetch GRN from Hypercare,1
"VWITS-WroIR21340977ng entry in ""Bi-Weekly Attendance Report"" for 1st May 2024",1
VWITS-Wrong Attendance Report,1
VWITS-Wrong Birth Date,1
VWITS-Wrong Details on Successfactor,1
VWITS-Wrong HOD in Education application form,1
VWITS-Wrong Immediate Manager (Approver) is assigned in iServe Request Id RITM13145258,1
VWITS-Wrong RITM12828766 flow,1
VWITS-Wrong Work model in Success factor profile,1
"VWITS-Yesterday I slipped at home, while carrying the laptop along with me.",1
VWITS-You smart card is blocked.,1
VWITS-Your smart card is blocked,1
VWITS-Your smart card is signature puk blocked,1
VWITS-Z-Book brightness is increasing and decreasing.,1
VWITS-Z-Book giving weird sound.,1
VWITS-Z-Book is heating up and shutting down,1
VWITS-ZG viewer Software issue,1
VWITS-ZSCALER Application installation is getting failed again and again.,1
VWITS-ZScaler Private Security is blocking our Logins to google cloud platform,1
VWITS-ZScaler is not working for my colleague,1
VWITS-ZScaler not working,1
VWITS-Zaggle Portal Down,1
VWITS-Zbook laptop not reading PKI card.,1
"VWITS-Zscalar authenication status missing, required password to turn off",1
VWITS-Zscalar connectivity issue,1
VWITS-Zscalar is showing connection error + my Check point mobile is not connecting.,1
VWITS-Zscalar issue,1
VWITS-Zscalar not getting connected,1
VWITS-Zscalar not getting connected without connecting chaeckpoint,1
VWITS-Zscalar not working properly,1
VWITS-Zscalar private security is blocking our access to Google cloud platform logins and environment access,1
VWITS-Zscalar vpn not connecting.,1
VWITS-Zscaler Authentication failed,1
VWITS-Zscaler blocks the hotel Wi Fi and we are not even able to scania workspace VDI URL,1
VWITS-Zscaler connecting issue on VW-Group Wifi| GGN location,1
VWITS-Zscaler detect as trojan on multiple user system.,1
VWITS-Zscaler disconnecting frequently.,1
VWITS-Zscaler is disconnecting continuously.,1
VWITS-Zscaler is not connected,1
VWITS-Zscaler is not connecting,1
VWITS-Zscaler is not working,1
VWITS-Zscaler not working showing error while connecting to the private access,1
VWITS-Zscaler showing connection error try to connect,1
VWITS-[CERT#17301] DCSO TDH: Possible Malware Infection (Fake Updates),1
"VWITS-\""Adobe AcrobatUpd 24.002.20759\"" application is failing to install on my system.",1
VWITS-access to the printer,1
VWITS-account got locked due to multiple failed sign  in attempts. Need immediate support.,1
VWITS-account got locked due to multiple sign in attempts. Need early support.,1
VWITS-account has got locked due to multiple sign in attempts. Need support at the earliest.,1
VWITS-account is blocked,1
VWITS-account is locked.,1
VWITS-account was locked on the server.,1
VWITS-activate Linked in e-learning license.,1
VWITS-add below Citrix link into Host file,1
VWITS-add my volkswagen username,1
VWITS-after restart VPN is not working,1
VWITS-aisha-qa-botfactory-api-v2.apac.vwg not working,1
VWITS-approvals/Images  has been vanished post tickets moved to close state.,1
VWITS-attendance regularization  punch out time - 19:30:00 for 3rd July 2024,1
VWITS-attendance regularization on 22-Jan,1
VWITS-authenticator app,1
VWITS-aws cli is not working,1
VWITS-b2bQs account not visible.,1
VWITS-backspace button is not working,1
VWITS-below mail ID not reflecting in outlook,1
VWITS-below user is not able to login with his windows password.,1
VWITS-bitlocker recovery key issue,1
VWITS-call is getting disconnected frequently.,1
VWITS-camera is not working,1
VWITS-camera not working in teams,1
VWITS-camera not working on MS Teams,1
VWITS-cancel leave applied on 14th April,1
VWITS-cannot install citrix workspace,1
"VWITS-cannot login to the laptop, getting error message as Domain controller not found.",1
VWITS-cant able to install intelij,1
VWITS-card has blocked,1
VWITS-card reader is not working.,1
VWITS-change PIN for another Virtual card.,1
VWITS-change cushion of my existing headphone,1
VWITS-changes require VW-Internal to change,1
VWITS-charging wire has been damaged.please kindly replace it.,1
VWITS-check point is not getting connected,1
VWITS-check point is not getting connected.,1
VWITS-check point mobile is unable to connect,1
VWITS-checkpoint is not working with new PKI,1
VWITS-citrix GUI its not working,1
VWITS-citrix access for project need,1
VWITS-citrix application installation,1
VWITS-citrix application throws error,1
VWITS-citrix not working,1
VWITS-citrix vdi is working very slow,1
VWITS-citrix workspace,1
VWITS-code is not working,1
VWITS-colleague has lost his PKI card and isn’t,1
VWITS-company id,1
VWITS-company wifi not connecting,1
VWITS-completed the courses,1
VWITS-configure a printer with VW laptop,1
VWITS-connected to the vw-group network still it shows no internet,1
VWITS-continuously receiving the mail to approve something.,1
VWITS-correction needed Swipe in time,1
VWITS-cost center is not reflecting,1
VWITS-creating Virtual PKI Card error harmor,1
VWITS-currently facing camera issue during ongoing team's call,1
VWITS-currently unable to access any web links,1
VWITS-currently unable to access https://ars.ads.vwgroup.com/ADSelfservices/en/Distributionlists from home,1
VWITS-data cable to the headset it doesn't work,1
"VWITS-diconnect my headphones from old laptop, because i am not able to connect to new Laptop",1
VWITS-didn't receive any update for migration to Windows 11,1
VWITS-digital Signature issue,1
VWITS-due to Zscaler Application not able to access Devstack since Monday,1
VWITS-earned leave on 4-jun-2025,1
VWITS-entire pc is slow,1
VWITS-error in SF,1
VWITS-error in leave creation SF,1
"VWITS-eu-west-1 region applications are not reachable on vpn, previously it was working, looks like some issue with zscaler-BLR",1
VWITS-exception while raising Comp off in SF,1
VWITS-existing headphones are not in working condition,1
VWITS-experienced teams audio multiple times,1
VWITS-experiencing difficulty accessing the Internet via our VPN connection,1
VWITS-experiencing network connectivity issue,1
VWITS-experiencing significant latency issues when accessing the Citrix VDI Client,1
VWITS-external Keyboard is not working smooth.. some keys are hard..,1
VWITS-extreme slowness plus lagging too much,1
VWITS-facing Issue while Connecting to VPN,1
VWITS-facing Mic issue for existing headset.,1
VWITS-facing VPN issue,1
VWITS-facing WIFI issue,1
VWITS-facing Wi-Fi issue,1
VWITS-facing Windows Login issue.,1
VWITS-facing a recurring issue where the left-side screen intermittently goes black at_Innovation Meeting Room.,1
VWITS-facing an issue while installing MongoDB and Python,1
VWITS-facing an issue with the software requisition form,1
VWITS-facing checkpoint issue.,1
VWITS-facing connectivity issue with MS teams,1
VWITS-facing frequent disconnection of WiFi while using IT Infra network.,1
VWITS-facing issue after migration to Zscaler,1
VWITS-facing issue connecting to office network and VPN,1
VWITS-facing issue for Laptop Audio,1
"VWITS-facing issue for MS Teams, Outlook, Onedrive when working from office network.",1
VWITS-facing issue for blue error in Software center,1
VWITS-facing issue network connection issue while pulling/pushing data from there repository(Azure),1
VWITS-facing issue related to Antivirus.,1
VWITS-facing issue to take out the print,1
VWITS-facing issue while accessing Power BI,1
VWITS-facing issue while login to MS Team's and Outlook,1
VWITS-facing issue while working on VM machine.VM is lagging,1
VWITS-facing issue with Wi-Fi connectivity.,1
VWITS-facing issue with accessing system.,1
VWITS-facing issue with headsets,1
VWITS-facing issue with laptop audio setting not able to hear in calls,1
VWITS-facing issue with one connect portal and AISHA,1
VWITS-facing issue with the Keepass software,1
VWITS-facing issues with managing the 2 displays,1
VWITS-facing issues with wifi,1
VWITS-facing multiple issue with my laptop,1
VWITS-facing network issue and couldn't enter multiple items like Outlook,1
VWITS-facing network slowness when working on confluence/JIRA very frequently.,1
VWITS-facing slow internet issue while working,1
VWITS-facing slowness in network,1
VWITS-facing snip tool issue,1
VWITS-facing the issue of low internet speed.,1
VWITS-fan and slot card is not working in hp laptop.,1
VWITS-fan is not working in laptop,1
VWITS-forgot password for paysquare,1
VWITS-frequent wifi disconnection issue,1
VWITS-frequently getting updates for AdobeAcrobte and every time.,1
VWITS-getting Windows logon reminder so i need to change my password,1
"VWITS-getting \""potential security issue\"" warning.",1
VWITS-getting error of SAML_214: while accessing Udemy business portal,1
"VWITS-getting massage pop up of \""battery on your device replacement soon.\""",1
VWITS-getting windows logon reminder,1
VWITS-guest Wi-Fi and ClickShare in the boardroom.,1
VWITS-headphone is not working properly.,1
"VWITS-headset damaged, needs replacement",1
VWITS-headset is in tattered condition with no audio,1
VWITS-headset is not working properly,1
VWITS-headset not working not able to hear.,1
VWITS-headset replacement,1
VWITS-https://service.dcso.de/tdh/cases/ not working.,1
VWITS-i am unable to encrypt any of my emails,1
VWITS-i need access to SC3 ticketing Platform,1
VWITS-i need read and write acess on this path\\\\10.105.152.23\\rpa_ams\\Digi Archival Emails my user id i,1
VWITS-i need to install in my mac system - LZ CLI,1
VWITS-i want access for recording,1
VWITS-i want to install eclipse latest software on my system,1
VWITS-iServe homepage not getting loaded,1
VWITS-iServe portal it is still showing waiting for HOD approval.,1
VWITS-im not able to connect to any server throught office wifi. please help to whitelist my IP or provide a solution ASAP.,1
"VWITS-im not able to download any ics file from citrix portal, getting no permission error when tried to download any ics file.",1
VWITS-install Automation anywhere A360,1
"VWITS-install \""MySQL Workbench 8.0 Community\"" on my laptop",1
VWITS-internet is not working.,1
VWITS-internet is very slow not able to load any pages which is hampering our work,1
VWITS-internet issue,1
VWITS-internet issue and another ap connect,1
VWITS-internet not working,1
VWITS-internet slowness on vw-group wifi  at Gurgaon Location,1
VWITS-ip showing different.,1
VWITS-issue connecting to oneconnect( may be his Laptop) password got expired,1
VWITS-issue connecting to vw wifi,1
VWITS-issue with mouse click,1
VWITS-its been month since i joined but i dont have access to Punch in and puch out yet,1
VWITS-java8 update in my windows machine.,1
VWITS-jfrog package installation is not working,1
VWITS-jfrog packages are not getting installed,1
VWITS-kdbx file not open in new assigned Lenovo laptop,1
VWITS-keyboard is not working properly.,1
"VWITS-keyboard is working fine, but key is very hard while pressing the button.",1
VWITS-keyboard not working,1
VWITS-keyboard pop on citrix machine,1
VWITS-keyboard spacebar is not working properly,1
VWITS-keypad key not functioning,1
VWITS-keypad some keys not work-SR- 5CG14007B6-Congo,1
"VWITS-keys as w,2,s are working sometimes and sometimes not",1
VWITS-kindly add these Kira resourcesV: VWAG_MDM_MSO365_USER,1
VWITS-kindly enable encryption option in outlook.,1
VWITS-kindly uninstall current citrix and reinstall again,1
VWITS-lag with click share in meeting room - Big Data,1
VWITS-lan not working canteen desktop,1
VWITS-laptop charger is not working,1
VWITS-laptop charger is overheating.,1
VWITS-laptop hand issue and it is out of warranty.,1
VWITS-laptop hanging issue.,1
VWITS-laptop has been running very slow lately.,1
VWITS-laptop heating and shutdown,1
VWITS-laptop is getting freezed couple of times,1
VWITS-laptop is getting restarted suddenly many time after that blue window came.,1
VWITS-laptop is getting shutdown by getting blue screen stating,1
VWITS-laptop is getting struck and shut down while doing any movement.,1
"VWITS-laptop is hanging alot, this is really disturbing",1
VWITS-laptop is having a lot of issues,1
VWITS-laptop is heating and keep getting hanged,1
VWITS-laptop is not able to start,1
VWITS-laptop is not connecting with the VW network.,1
VWITS-laptop is not getting charged with C charging point,1
"VWITS-laptop is not getting on, GGN",1
VWITS-laptop is not powering on for Raunak Gupta User,1
VWITS-laptop is not responding and getting hung very frequently,1
VWITS-laptop is not starting and is unable to boot,1
VWITS-laptop is not starting and thus he is unable to work.,1
VWITS-laptop is not starting/powering,1
VWITS-laptop is not working properly,1
VWITS-laptop is not working.,1
